IR Value,Red Value
1167,1642
1163,1631
1173,1645
1157,1630
1170,1640
1169,1640
1162,1630
1174,1643
1158,1630
1158,1630
1171,1639
1168,1642
1160,1629
1172,1644
1155,1629
1171,1638
1168,1643
1160,1628
1175,1643
1159,1632
1171,1638
1170,1642
1160,1626
1173,1643
1159,1631
1172,1638
1170,1642
1159,1626
1172,1644
1157,1630
1170,1636
1169,1642
1161,1626
1172,1645
1160,1632
1169,1635
1170,1643
1158,1626
1174,1644
1159,1632
1169,1636
1168,1641
1158,1626
1172,1642
1161,1632
1168,1635
1169,1643
1158,1628
1172,1642
1162,1634
1167,1634
1170,1643
1158,1625
1174,1642
1162,1634
1167,1634
1170,1642
1158,1627
1171,1641
1162,1635
1166,1633
1170,1643
1159,1627
1172,1643
1162,1634
1166,1632
1170,1642
1156,1626
1156,1626
1171,1640
1162,1633
1164,1631
1168,1641
1156,1625
1171,1641
1162,1636
1165,1630
1170,1643
1171,1642
1164,1636
1164,1636
1165,1633
1158,1628
1173,1642
1163,1638
1165,1634
1174,1645
1158,1629
1173,1644
1165,1640
1165,1633
1175,1645
1159,1630
1172,1643
1165,1641
1162,1631
1173,1644
1159,1629
1171,1640
1166,1641
1161,1630
1161,1630
1174,1645
1156,1629
1172,1639
1167,1641
1162,1629
1173,1645
1157,1628
1170,1638
1167,1639
1162,1629
1173,1644
1158,1628
1170,1640
1169,1641
1162,1630
1174,1646
1159,1631
1173,1641
1172,1643
1164,1631
1175,1646
1161,1634
1172,1641
1172,1645
1166,1633
1177,1647
1163,1636
1172,1641
1172,1645
1164,1630
1177,1647
1162,1635
1172,1641
1174,1645
1163,1631
1175,1648
1163,1635
1173,1641
1174,1646
1163,1632
1177,1647
1164,1638
1174,1642
1175,1649
1163,1631
1179,1651
1164,1638
1164,1638
1174,1642
1174,1649
1164,1632
1178,1650
1166,1640
1170,1638
1174,1646
1161,1630
1176,1645
1166,1638
1169,1637
1175,1646
1159,1629
1176,1643
1165,1639
1167,1634
1173,1644
1158,1628
1174,1644
1164,1634
1167,1633
1173,1644
1159,1628
1174,1641
1164,1636
1166,1632
1171,1642
1156,1625
1173,1641
1164,1636
1165,1630
1172,1644
1157,1626
1172,1641
1164,1636
1165,1632
1173,1644
1157,1628
1171,1639
1164,1636
1162,1629
1172,1642
1157,1626
1170,1638
1163,1636
1162,1628
1169,1639
1156,1624
1169,1638
1163,1635
1162,1629
1169,1640
1156,1625
1167,1635
1163,1634
1159,1627
1170,1638
1156,1625
1169,1635
1163,1636
1163,1636
1160,1625
1173,1639
1155,1625
1169,1637
1166,1640
1161,1629
1171,1641
1156,1627
1169,1637
1166,1637
1161,1627
1170,1638
1156,1624
1168,1634
1164,1636
1159,1624
1169,1637
1155,1626
1165,1632
1165,1636
1160,1625
1170,1639
1157,1627
1167,1633
1166,1638
1157,1622
1170,1638
1154,1627
1168,1632
1168,1638
1157,1623
1174,1641
1159,1630
1168,1635
1167,1638
1158,1625
1170,1640
1161,1635
1169,1641
1174,1650
1166,1640
1177,1654
1170,1650
1179,1655
1180,1663
1170,1648
1185,1665
1174,1656
1180,1657
1180,1657
1184,1668
1171,1649
1194,1677
1187,1676
1199,1685
1204,1698
1191,1682
1206,1697
1193,1683
1199,1681
1200,1688
1185,1669
1203,1687
